date,description,amount,manual_category,gst_rate,gst_amount
2022-05-17,Coffee for Pantry,-482.75,Other,5,22.99
2022-05-17,Diwali Gifts,-3505.26,Other,18,534.7
2022-05-18,Zoom Pro License,-4730.57,Software,18,721.61
2022-05-18,Server Rack Equipment,-11696.03,Hardware,18,1784.14
2022-05-18,SaaS Subscription (Jira),-3473.54,Software,18,529.86
2022-05-19,Mouse & Keyboards,-64130.45,Hardware,18,9782.61
2022-05-19,Google Ads Campaign,-7946.62,Marketing,18,1212.2
2022-05-20,Diwali Gifts,-4494.97,Other,18,685.67
2022-05-20,LinkedIn Promo,-3660.32,Marketing,18,558.35
2022-05-20,LinkedIn Promo,-16354.23,Marketing,18,2494.71
2022-05-22,Diwali Gifts,-2598.96,Other,5,123.76
2022-05-23,Server Rack Equipment,-101721.13,Hardware,18,15516.78
2022-05-24,Hotel Stay - Client Visit,-9964.39,Travel,5,474.49
2022-05-24,AWS Cloud Bill,-6165.09,Software,18,940.44
2022-05-24,LinkedIn Promo,-26103.08,Marketing,18,3981.83
2022-05-24,Marketing Agency Fees,-4168.27,Professional Services,18,635.84
2022-05-24,AWS Cloud Bill,-5424.3,Software,18,827.44
2022-05-25,Ad Revenue,318798.77,Revenue,18,48630.32
2022-05-25,Flight to Mumbai,-11688.73,Travel,12,1252.36
2022-05-25,Flight to Mumbai,-11055.24,Travel,12,1184.49
2022-05-25,Toner Cartridges,-3845.48,Office Supplies,12,412.02
2022-05-25,Hotel Stay - Client Visit,-13020.48,Travel,12,1395.05
2022-05-25,Product Sales,350225.47,Revenue,18,53424.22
2022-05-26,Staples Order,-559.43,Office Supplies,18,85.34
2022-05-26,Microsoft 365,-2653.36,Software,18,404.75
2022-05-26,LinkedIn Promo,-16765.1,Marketing,18,2557.39
2022-05-27,Print Media Ad,-19569.4,Marketing,18,2985.16
2022-05-27,Service Contract Q2,98033.85,Revenue,18,14954.32
2022-05-27,Coffee for Pantry,-2641.59,Other,5,125.79
2022-05-27,Facebook Ads,-26193.45,Marketing,18,3995.61
2022-05-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-05-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-05-28,Zoom Pro License,-2421.02,Software,18,369.31
2022-05-28,Whiteboard Markers,-378.31,Office Supplies,12,40.53
2022-05-28,Legal Consultation,-5195.73,Professional Services,18,792.57
2022-05-28,Staples Order,-1302.32,Office Supplies,12,139.53
2022-05-28,Google Ads Campaign,-6384.86,Marketing,18,973.96
2022-05-29,Staples Order,-2710.84,Office Supplies,12,290.45
2022-05-29,Hotel Stay - Client Visit,-4908.89,Travel,18,748.81
2022-05-30,Service Contract Q2,347585.14,Revenue,18,53021.46
2022-05-30,Accounting Audit,-215.02,Professional Services,18,32.8
2022-05-30,Mouse & Keyboards,-93574.68,Hardware,18,14274.1
2022-05-30,Toner Cartridges,-5059.66,Office Supplies,18,771.81
2022-05-31,SaaS Subscription (Jira),-5953.8,Software,18,908.21
2022-06-01,Ad Revenue,274466.29,Revenue,18,41867.74
2022-06-02,Consulting Fees,373813.93,Revenue,18,57022.46
2022-06-03,Hotel Stay - Client Visit,-3698.58,Travel,18,564.19
2022-06-03,Mouse & Keyboards,-48253.14,Hardware,18,7360.65
2022-06-04,Print Media Ad,-18956.73,Marketing,18,2891.7
2022-06-04,Coffee for Pantry,-4561.6,Other,5,217.22
2022-06-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-06-05,Facebook Ads,-2705.98,Marketing,18,412.78
2022-06-05,Coffee for Pantry,-2107.03,Other,18,321.41
2022-06-05,Staples Order,-5968.76,Office Supplies,12,639.51
2022-06-06,Accounting Audit,-4770.76,Professional Services,18,727.74
2022-06-06,Hotel Stay - Client Visit,-5041.44,Travel,5,240.07
2022-06-06,Whiteboard Markers,-5580.24,Office Supplies,18,851.22
2022-06-06,Microsoft 365,-1877.75,Software,18,286.44
2022-06-09,AWS Cloud Bill,-5821.33,Software,18,888.0
2022-06-09,Mouse & Keyboards,-39523.39,Hardware,18,6028.99
2022-06-09,Print Media Ad,-26470.02,Marketing,18,4037.8
2022-06-09,Monitor Screen,-82876.04,Hardware,18,12642.11
2022-06-10,Monthly Internet & Phone,-7229.084063482292,Utilities,18,1102.7416368023835
2022-06-10,Diwali Gifts,-3681.61,Other,12,394.46
2022-06-11,Toner Cartridges,-5138.02,Office Supplies,18,783.77
2022-06-12,AWS Cloud Bill,-6702.32,Software,18,1022.39
2022-06-13,Zoom Pro License,-3729.17,Software,18,568.86
2022-06-13,Repairs & Maintenance,-2669.3,Other,5,127.11
2022-06-14,Desk Organizers,-486.56,Office Supplies,18,74.22
2022-06-15,Mouse & Keyboards,-42083.54,Hardware,18,6419.52
2022-06-15,Hotel Stay - Client Visit,-19503.92,Travel,18,2975.17
2022-06-16,Server Rack Equipment,-106301.04,Hardware,18,16215.41
2022-06-16,Hotel Stay - Client Visit,-14424.28,Travel,5,686.87
2022-06-16,Staples Order,-4114.17,Office Supplies,12,440.8
2022-06-18,Legal Consultation,-6002.56,Professional Services,18,915.64
2022-06-19,Zoom Pro License,-4459.55,Software,18,680.27
2022-06-19,Online Store Sales,79145.77,Revenue,18,12073.08
2022-06-19,AWS Cloud Bill,-2667.22,Software,18,406.86
2022-06-19,Server Rack Equipment,-51019.84,Hardware,18,7782.69
2022-06-20,Toner Cartridges,-157.21,Office Supplies,18,23.98
2022-06-20,Microsoft 365,-2558.84,Software,18,390.33
2022-06-20,Repairs & Maintenance,-2034.19,Other,12,217.95
2022-06-21,Server Rack Equipment,-102611.75,Hardware,18,15652.64
2022-06-21,Flight to Mumbai,-2509.84,Travel,12,268.91
2022-06-22,Coffee for Pantry,-1680.15,Other,12,180.02
2022-06-22,Whiteboard Markers,-1299.28,Office Supplies,12,139.21
2022-06-22,LinkedIn Promo,-19981.96,Marketing,18,3048.1
2022-06-22,SaaS Subscription (Jira),-1689.5,Software,18,257.72
2022-06-23,New Laptop (Dell),-107523.63,Hardware,18,16401.91
2022-06-25,Whiteboard Markers,-3514.6,Office Supplies,12,376.56
2022-06-25,Adobe Creative Cloud,-1648.21,Software,18,251.42
2022-06-27,Train Tickets,-17687.61,Travel,12,1895.1
2022-06-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-06-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-06-28,Online Store Sales,115800.27,Revenue,18,17664.45
2022-06-28,LinkedIn Promo,-25856.56,Marketing,18,3944.22
2022-06-29,Toner Cartridges,-842.9,Office Supplies,12,90.31
2022-06-30,SaaS Subscription (Jira),-1382.74,Software,18,210.93
2022-06-30,Repairs & Maintenance,-2525.41,Other,5,120.26
2022-06-30,Staples Order,-1674.01,Office Supplies,18,255.36
2022-07-01,Toner Cartridges,-2922.16,Office Supplies,12,313.09
2022-07-01,Server Rack Equipment,-56132.78,Hardware,18,8562.63
2022-07-02,Legal Consultation,-3018.75,Professional Services,18,460.49
2022-07-03,Google Ads Campaign,-13473.53,Marketing,18,2055.28
2022-07-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-07-05,Marketing Agency Fees,-1837.86,Professional Services,18,280.35
2022-07-06,Zoom Pro License,-3931.07,Software,18,599.65
2022-07-07,Product Sales,278201.98,Revenue,18,42437.59
2022-07-07,SaaS Subscription (Jira),-3989.16,Software,18,608.52
2022-07-08,Whiteboard Markers,-3364.13,Office Supplies,12,360.44
2022-07-08,Desk Organizers,-5804.16,Office Supplies,12,621.87
2022-07-08,Facebook Ads,-2668.86,Marketing,18,407.11
2022-07-09,Zoom Pro License,-5495.88,Software,18,838.36
2022-07-09,Hotel Stay - Client Visit,-3127.27,Travel,5,148.92
2022-07-09,New Laptop (Dell),-108348.32,Hardware,18,16527.71
2022-07-09,Printer Paper,-289.79,Office Supplies,18,44.21
2022-07-10,Monthly Internet & Phone,-8840.419037944084,Utilities,18,1348.5384973135042
2022-07-10,Uber/Ola Rides,-5139.37,Travel,5,244.73
2022-07-11,Hotel Stay - Client Visit,-17989.34,Travel,12,1927.43
2022-07-11,Mouse & Keyboards,-58980.69,Hardware,18,8997.06
2022-07-11,AWS Cloud Bill,-1402.49,Software,18,213.94
2022-07-11,Marketing Agency Fees,-2683.28,Professional Services,18,409.31
2022-07-11,Repairs & Maintenance,-4253.79,Other,18,648.88
2022-07-13,Facebook Ads,-9372.59,Marketing,18,1429.72
2022-07-14,Ad Revenue,324821.61,Revenue,18,49549.06
2022-07-14,Ad Revenue,102410.5,Revenue,18,15621.94
2022-07-15,Whiteboard Markers,-5216.93,Office Supplies,12,558.96
2022-07-15,AWS Cloud Bill,-5105.21,Software,18,778.76
2022-07-15,Uber/Ola Rides,-6496.41,Travel,12,696.04
2022-07-16,Diwali Gifts,-3488.59,Other,12,373.78
2022-07-16,Product Sales,149910.32,Revenue,18,22867.68
2022-07-18,Printer Paper,-2398.16,Office Supplies,12,256.95
2022-07-19,Monitor Screen,-87339.23,Hardware,18,13322.93
2022-07-19,Adobe Creative Cloud,-834.96,Software,18,127.37
2022-07-19,Online Store Sales,304030.85,Revenue,18,46377.59
2022-07-20,HR Consultant,-572.31,Professional Services,18,87.3
2022-07-20,Service Contract Q2,80414.19,Revenue,18,12266.57
2022-07-20,HR Consultant,-994.96,Professional Services,18,151.77
2022-07-20,HR Consultant,-3551.0,Professional Services,18,541.68
2022-07-22,Adobe Creative Cloud,-2634.81,Software,18,401.92
2022-07-23,Cleaning Services,-5502.05,Other,18,839.3
2022-07-23,SaaS Subscription (Jira),-2125.12,Software,18,324.17
2022-07-25,Hotel Stay - Client Visit,-17550.56,Travel,5,835.74
2022-07-25,Facebook Ads,-1542.82,Marketing,18,235.35
2022-07-26,Hotel Stay - Client Visit,-14942.1,Travel,5,711.53
2022-07-26,Print Media Ad,-5736.19,Marketing,18,875.01
2022-07-26,Desk Organizers,-3577.97,Office Supplies,18,545.79
2022-07-26,Marketing Agency Fees,-4684.22,Professional Services,18,714.54
2022-07-26,Adobe Creative Cloud,-5345.94,Software,18,815.48
2022-07-27,Google Ads Campaign,-20218.7,Marketing,18,3084.21
2022-07-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-07-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-07-31,Adobe Creative Cloud,-5521.99,Software,18,842.34
2022-07-31,Zoom Pro License,-3007.72,Software,18,458.8
2022-08-01,Marketing Agency Fees,-3872.02,Professional Services,18,590.65
2022-08-01,Repairs & Maintenance,-1420.36,Other,18,216.67
2022-08-01,LinkedIn Promo,-9484.7,Marketing,18,1446.82
2022-08-01,Repairs & Maintenance,-5289.99,Other,5,251.9
2022-08-02,Uber/Ola Rides,-10201.25,Travel,12,1092.99
2022-08-03,Microsoft 365,-5878.86,Software,18,896.78
2022-08-03,Legal Consultation,-5153.4,Professional Services,18,786.11
2022-08-03,Google Ads Campaign,-17345.24,Marketing,18,2645.88
2022-08-03,Cleaning Services,-6214.57,Other,12,665.85
2022-08-03,Printer Paper,-3504.83,Office Supplies,12,375.52
2022-08-03,AWS Cloud Bill,-4892.69,Software,18,746.34
2022-08-04,Cleaning Services,-4805.0,Other,12,514.82
2022-08-04,Desk Organizers,-140.9,Office Supplies,12,15.1
2022-08-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-08-06,Uber/Ola Rides,-4847.09,Travel,5,230.81
2022-08-06,Legal Consultation,-420.47,Professional Services,18,64.14
2022-08-07,Uber/Ola Rides,-9118.02,Travel,12,976.93
2022-08-08,Marketing Agency Fees,-314.59,Professional Services,18,47.99
2022-08-08,HR Consultant,-5355.05,Professional Services,18,816.87
2022-08-09,Legal Consultation,-2997.28,Professional Services,18,457.21
2022-08-09,Facebook Ads,-15339.73,Marketing,18,2339.96
2022-08-09,Whiteboard Markers,-263.18,Office Supplies,12,28.2
2022-08-09,Printer Paper,-3689.44,Office Supplies,18,562.8
2022-08-09,Flight to Mumbai,-6976.59,Travel,5,332.22
2022-08-10,Monthly Internet & Phone,-8128.015536963702,Utilities,18,1239.8667768249716
2022-08-10,Hotel Stay - Client Visit,-15281.0,Travel,12,1637.25
2022-08-11,Printer Paper,-541.29,Office Supplies,12,58.0
2022-08-11,Diwali Gifts,-4597.32,Other,12,492.57
2022-08-11,Train Tickets,-10913.06,Travel,12,1169.26
2022-08-11,Monitor Screen,-13434.15,Hardware,18,2049.28
2022-08-11,Marketing Agency Fees,-6113.01,Professional Services,18,932.49
2022-08-12,Toner Cartridges,-2700.62,Office Supplies,12,289.35
2022-08-12,Zoom Pro License,-6004.66,Software,18,915.97
2022-08-13,Legal Consultation,-1724.5,Professional Services,18,263.06
2022-08-13,Print Media Ad,-26473.38,Marketing,18,4038.31
2022-08-14,New Laptop (Dell),-106073.3,Hardware,18,16180.67
2022-08-14,Train Tickets,-4548.01,Travel,18,693.76
2022-08-14,Accounting Audit,-3989.69,Professional Services,18,608.6
2022-08-14,Client Payment - Project A,200990.53,Revenue,18,30659.57
2022-08-15,Coffee for Pantry,-526.11,Other,5,25.05
2022-08-15,Print Media Ad,-19560.11,Marketing,18,2983.75
2022-08-15,Legal Consultation,-4836.37,Professional Services,18,737.75
2022-08-15,Mouse & Keyboards,-12765.94,Hardware,18,1947.35
2022-08-15,Service Contract Q2,86568.49,Revenue,18,13205.36
2022-08-16,Accounting Audit,-5636.11,Professional Services,18,859.75
2022-08-16,Service Contract Q2,213063.1,Revenue,18,32501.15
2022-08-16,Adobe Creative Cloud,-753.65,Software,18,114.96
2022-08-18,Print Media Ad,-25360.94,Marketing,18,3868.62
2022-08-18,Cleaning Services,-1362.17,Other,5,64.87
2022-08-20,Facebook Ads,-9678.64,Marketing,18,1476.4
2022-08-20,Toner Cartridges,-5743.24,Office Supplies,18,876.09
2022-08-21,Uber/Ola Rides,-2484.0,Travel,5,118.29
2022-08-21,Repairs & Maintenance,-3762.56,Other,18,573.95
2022-08-22,Desk Organizers,-5642.66,Office Supplies,12,604.57
2022-08-23,Uber/Ola Rides,-17905.8,Travel,18,2731.39
2022-08-23,Train Tickets,-11835.18,Travel,5,563.58
2022-08-24,AWS Cloud Bill,-893.59,Software,18,136.31
2022-08-24,Whiteboard Markers,-1636.13,Office Supplies,12,175.3
2022-08-24,Zoom Pro License,-1066.62,Software,18,162.71
2022-08-25,Desk Organizers,-2500.42,Office Supplies,18,381.42
2022-08-26,Accounting Audit,-2362.63,Professional Services,18,360.4
2022-08-26,Flight to Mumbai,-20124.22,Travel,18,3069.8
2022-08-26,Coffee for Pantry,-6421.22,Other,18,979.51
2022-08-27,Facebook Ads,-22099.55,Marketing,18,3371.12
2022-08-27,Client Payment - Project A,288936.04,Revenue,18,44074.99
2022-08-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-08-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-08-28,Repairs & Maintenance,-1232.27,Other,18,187.97
2022-08-28,Mouse & Keyboards,-9776.25,Hardware,18,1491.29
2022-08-29,Hotel Stay - Client Visit,-11550.63,Travel,5,550.03
2022-08-31,Flight to Mumbai,-17663.39,Travel,12,1892.51
2022-08-31,Google Ads Campaign,-19227.01,Marketing,18,2932.93
2022-09-01,Monitor Screen,-65250.87,Hardware,18,9953.52
2022-09-01,Diwali Gifts,-1083.1,Other,12,116.05
2022-09-03,Toner Cartridges,-2871.0,Office Supplies,18,437.95
2022-09-04,Uber/Ola Rides,-10300.7,Travel,5,490.51
2022-09-04,Flight to Mumbai,-15164.42,Travel,12,1624.76
2022-09-04,Diwali Gifts,-4708.94,Other,12,504.53
2022-09-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-09-05,Diwali Gifts,-4265.7,Other,18,650.7
2022-09-05,Train Tickets,-11949.68,Travel,18,1822.83
2022-09-05,Online Store Sales,268967.13,Revenue,18,41028.88
2022-09-05,Service Contract Q2,199774.55,Revenue,18,30474.08
2022-09-06,Consulting Fees,203841.54,Revenue,18,31094.47
2022-09-06,Coffee for Pantry,-5008.09,Other,5,238.48
2022-09-06,Adobe Creative Cloud,-3491.28,Software,18,532.57
2022-09-10,Monthly Internet & Phone,-7453.507702770572,Utilities,18,1136.9757512700871
2022-09-10,Monitor Screen,-92757.62,Hardware,18,14149.47
2022-09-10,Microsoft 365,-5733.95,Software,18,874.67
2022-09-11,AWS Cloud Bill,-3840.83,Software,18,585.89
2022-09-11,Cleaning Services,-2346.58,Other,18,357.95
2022-09-12,Hotel Stay - Client Visit,-12970.83,Travel,18,1978.6
2022-09-12,Mouse & Keyboards,-61621.82,Hardware,18,9399.94
2022-09-12,LinkedIn Promo,-20730.6,Marketing,18,3162.29
2022-09-13,Marketing Agency Fees,-2403.84,Professional Services,18,366.69
2022-09-13,Product Sales,220389.82,Revenue,18,33618.79
2022-09-13,Train Tickets,-14487.38,Travel,5,689.88
2022-09-13,Hotel Stay - Client Visit,-14323.33,Travel,12,1534.64
2022-09-15,Product Sales,352916.31,Revenue,18,53834.69
2022-09-15,Printer Paper,-2715.1,Office Supplies,18,414.17
2022-09-16,Client Payment - Project A,191111.18,Revenue,18,29152.55
2022-09-17,Legal Consultation,-6530.96,Professional Services,18,996.25
2022-09-17,Online Store Sales,157523.87,Revenue,18,24029.07
2022-09-17,Adobe Creative Cloud,-2855.37,Software,18,435.56
2022-09-17,Ad Revenue,84585.52,Revenue,18,12902.88
2022-09-18,HR Consultant,-3605.33,Professional Services,18,549.97
2022-09-19,Flight to Mumbai,-7459.66,Travel,12,799.25
2022-09-19,Whiteboard Markers,-5379.83,Office Supplies,12,576.41
2022-09-20,Mouse & Keyboards,-53098.96,Hardware,18,8099.84
2022-09-20,AWS Cloud Bill,-4166.65,Software,18,635.59
2022-09-20,Client Payment - Project A,162794.43,Revenue,18,24833.05
2022-09-22,Legal Consultation,-5671.0,Professional Services,18,865.07
2022-09-23,Monitor Screen,-11422.21,Hardware,18,1742.37
2022-09-23,New Laptop (Dell),-94464.99,Hardware,18,14409.91
2022-09-23,Staples Order,-5855.55,Office Supplies,12,627.38
2022-09-24,Service Contract Q2,116992.81,Revenue,18,17846.36
2022-09-24,LinkedIn Promo,-15067.9,Marketing,18,2298.49
2022-09-24,Marketing Agency Fees,-4260.14,Professional Services,18,649.85
2022-09-24,Whiteboard Markers,-2472.47,Office Supplies,18,377.16
2022-09-25,Monitor Screen,-15501.06,Hardware,18,2364.57
2022-09-26,Google Ads Campaign,-3116.18,Marketing,18,475.35
2022-09-27,Accounting Audit,-3108.14,Professional Services,18,474.12
2022-09-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-09-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-09-28,Microsoft 365,-5161.63,Software,18,787.37
2022-09-28,Flight to Mumbai,-16831.1,Travel,5,801.48
2022-09-29,Flight to Mumbai,-5989.31,Travel,18,913.62
2022-09-29,Uber/Ola Rides,-506.41,Travel,12,54.26
2022-09-29,Cleaning Services,-6615.83,Other,18,1009.19
2022-10-01,Facebook Ads,-8468.05,Marketing,18,1291.74
2022-10-01,Google Ads Campaign,-14275.13,Marketing,18,2177.56
2022-10-01,Desk Organizers,-4613.66,Office Supplies,12,494.32
2022-10-02,Uber/Ola Rides,-5371.28,Travel,18,819.35
2022-10-02,Flight to Mumbai,-3256.13,Travel,12,348.87
2022-10-02,Adobe Creative Cloud,-5897.92,Software,18,899.68
2022-10-02,Online Store Sales,179814.24,Revenue,18,27429.29
2022-10-03,Uber/Ola Rides,-5372.94,Travel,5,255.85
2022-10-04,Cleaning Services,-4700.2,Other,12,503.59
2022-10-04,Coffee for Pantry,-2649.19,Other,5,126.15
2022-10-04,Google Ads Campaign,-26201.52,Marketing,18,3996.84
2022-10-04,Hotel Stay - Client Visit,-6227.3,Travel,12,667.21
2022-10-04,Coffee for Pantry,-3946.91,Other,5,187.95
2022-10-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-10-06,SaaS Subscription (Jira),-1502.33,Software,18,229.17
2022-10-06,AWS Cloud Bill,-6004.94,Software,18,916.01
2022-10-07,Hotel Stay - Client Visit,-17223.96,Travel,12,1845.42
2022-10-08,Facebook Ads,-12541.05,Marketing,18,1913.04
2022-10-10,Monthly Internet & Phone,-7386.450175077331,Utilities,18,1126.746636876203
2022-10-10,Service Contract Q2,200996.51,Revenue,18,30660.48
2022-10-10,SaaS Subscription (Jira),-1853.2,Software,18,282.69
2022-10-10,Client Payment - Project A,118419.23,Revenue,18,18063.95
2022-10-12,Consulting Fees,182639.56,Revenue,18,27860.27
2022-10-12,Legal Consultation,-3355.35,Professional Services,18,511.83
2022-10-12,HR Consultant,-5411.84,Professional Services,18,825.54
2022-10-13,Consulting Fees,401829.07,Revenue,18,61295.96
2022-10-14,Client Payment - Project A,392490.47,Revenue,18,59871.43
2022-10-14,Monitor Screen,-14841.91,Hardware,18,2264.02
2022-10-15,Consulting Fees,271602.31,Revenue,18,41430.86
2022-10-15,Legal Consultation,-1842.81,Professional Services,18,281.11
2022-10-15,Whiteboard Markers,-1792.4,Office Supplies,18,273.42
2022-10-15,Uber/Ola Rides,-16663.51,Travel,12,1785.38
2022-10-17,Adobe Creative Cloud,-992.29,Software,18,151.37
2022-10-17,LinkedIn Promo,-25999.45,Marketing,18,3966.02
2022-10-19,New Laptop (Dell),-92120.76,Hardware,18,14052.32
2022-10-19,Desk Organizers,-1346.79,Office Supplies,12,144.3
2022-10-19,Flight to Mumbai,-10834.11,Travel,5,515.91
2022-10-19,Marketing Agency Fees,-5170.32,Professional Services,18,788.69
2022-10-20,New Laptop (Dell),-74675.37,Hardware,18,11391.16
2022-10-20,Marketing Agency Fees,-3788.87,Professional Services,18,577.96
2022-10-20,Train Tickets,-6547.67,Travel,18,998.8
2022-10-21,Monitor Screen,-65964.99,Hardware,18,10062.46
2022-10-21,Monitor Screen,-49598.93,Hardware,18,7565.94
2022-10-21,Zoom Pro License,-6380.96,Software,18,973.37
2022-10-22,Monitor Screen,-63767.13,Hardware,18,9727.19
2022-10-22,New Laptop (Dell),-24062.81,Hardware,18,3670.6
2022-10-22,Toner Cartridges,-3277.68,Office Supplies,18,499.98
2022-10-23,Zoom Pro License,-3020.1,Software,18,460.69
2022-10-23,Whiteboard Markers,-4212.06,Office Supplies,18,642.52
2022-10-24,Zoom Pro License,-1205.86,Software,18,183.94
2022-10-24,Accounting Audit,-2776.56,Professional Services,18,423.54
2022-10-24,Repairs & Maintenance,-1771.64,Other,18,270.25
2022-10-24,Printer Paper,-3246.51,Office Supplies,18,495.23
2022-10-25,Hotel Stay - Client Visit,-1342.12,Travel,18,204.73
2022-10-25,Client Payment - Project A,385326.53,Revenue,18,58778.62
2022-10-26,Ad Revenue,334589.52,Revenue,18,51039.08
2022-10-26,Desk Organizers,-3294.65,Office Supplies,12,353.0
2022-10-26,Ad Revenue,260123.65,Revenue,18,39679.88
2022-10-26,Zoom Pro License,-6235.69,Software,18,951.21
2022-10-27,Printer Paper,-1421.38,Office Supplies,12,152.29
2022-10-27,Adobe Creative Cloud,-3232.82,Software,18,493.14
2022-10-27,Ad Revenue,190766.41,Revenue,18,29099.96
2022-10-27,Train Tickets,-414.72,Travel,12,44.43
2022-10-27,Uber/Ola Rides,-3383.88,Travel,5,161.14
2022-10-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-10-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-10-29,Online Store Sales,304009.21,Revenue,18,46374.29
2022-10-29,Consulting Fees,270065.45,Revenue,18,41196.42
2022-10-29,Google Ads Campaign,-24634.46,Marketing,18,3757.8
2022-10-30,New Laptop (Dell),-77614.27,Hardware,18,11839.46
2022-10-30,Print Media Ad,-12637.67,Marketing,18,1927.78
2022-10-31,Toner Cartridges,-5402.0,Office Supplies,18,824.03
2022-10-31,Legal Consultation,-4794.71,Professional Services,18,731.4
2022-11-01,Flight to Mumbai,-13497.97,Travel,18,2059.01
2022-11-01,Product Sales,392442.95,Revenue,18,59864.18
2022-11-01,Mouse & Keyboards,-97853.7,Hardware,18,14926.84
2022-11-01,Diwali Gifts,-4980.97,Other,12,533.68
2022-11-02,Facebook Ads,-3844.62,Marketing,18,586.47
2022-11-02,Accounting Audit,-1240.69,Professional Services,18,189.26
2022-11-02,Staples Order,-1689.31,Office Supplies,12,181.0
2022-11-02,Desk Organizers,-4219.08,Office Supplies,12,452.04
2022-11-03,Facebook Ads,-13443.41,Marketing,18,2050.69
2022-11-03,Coffee for Pantry,-3050.8,Other,18,465.38
2022-11-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-11-05,Consulting Fees,115388.94,Revenue,18,17601.7
2022-11-05,AWS Cloud Bill,-808.79,Software,18,123.38
2022-11-05,Diwali Gifts,-6114.62,Other,12,655.14
2022-11-05,Toner Cartridges,-6062.11,Office Supplies,18,924.73
2022-11-06,Microsoft 365,-1266.92,Software,18,193.26
2022-11-06,Diwali Gifts,-1129.48,Other,12,121.02
2022-11-07,Google Ads Campaign,-9242.65,Marketing,18,1409.9
2022-11-07,Client Payment - Project A,164427.01,Revenue,18,25082.09
2022-11-08,Coffee for Pantry,-2464.77,Other,18,375.98
2022-11-09,AWS Cloud Bill,-3843.01,Software,18,586.22
2022-11-09,SaaS Subscription (Jira),-5022.14,Software,18,766.09
2022-11-10,Monthly Internet & Phone,-5174.216939173526,Utilities,18,789.2873297044362
2022-11-10,Consulting Fees,131286.56,Revenue,18,20026.76
2022-11-10,Ad Revenue,297198.83,Revenue,18,45335.41
2022-11-10,Accounting Audit,-4018.23,Professional Services,18,612.95
2022-11-11,Consulting Fees,359918.87,Revenue,18,54902.88
2022-11-11,Server Rack Equipment,-95977.49,Hardware,18,14640.63
2022-11-12,Cleaning Services,-5217.0,Other,5,248.43
2022-11-12,Online Store Sales,271671.57,Revenue,18,41441.43
2022-11-12,Google Ads Campaign,-10052.02,Marketing,18,1533.36
2022-11-12,Consulting Fees,178077.06,Revenue,18,27164.3
2022-11-13,Uber/Ola Rides,-6899.69,Travel,5,328.56
2022-11-13,Client Payment - Project A,168509.68,Revenue,18,25704.87
2022-11-14,Toner Cartridges,-2462.21,Office Supplies,12,263.81
2022-11-14,Cleaning Services,-4315.58,Other,5,205.5
2022-11-16,Hotel Stay - Client Visit,-15018.42,Travel,12,1609.12
2022-11-17,Monitor Screen,-79551.11,Hardware,18,12134.91
2022-11-18,LinkedIn Promo,-5405.69,Marketing,18,824.6
2022-11-18,Microsoft 365,-3192.36,Software,18,486.97
2022-11-20,Diwali Gifts,-2144.65,Other,5,102.13
2022-11-20,Printer Paper,-5753.98,Office Supplies,18,877.73
2022-11-21,Mouse & Keyboards,-51780.46,Hardware,18,7898.71
2022-11-21,Product Sales,178568.35,Revenue,18,27239.24
2022-11-21,Marketing Agency Fees,-5417.49,Professional Services,18,826.4
2022-11-21,Train Tickets,-5421.76,Travel,5,258.18
2022-11-23,Mouse & Keyboards,-34614.18,Hardware,18,5280.13
2022-11-23,Cleaning Services,-1412.12,Other,12,151.3
2022-11-23,Print Media Ad,-19009.49,Marketing,18,2899.75
2022-11-23,Consulting Fees,284906.92,Revenue,18,43460.38
2022-11-24,Marketing Agency Fees,-1030.92,Professional Services,18,157.26
2022-11-24,Desk Organizers,-6327.36,Office Supplies,12,677.93
2022-11-24,Product Sales,261890.37,Revenue,18,39949.38
2022-11-25,Online Store Sales,111292.34,Revenue,18,16976.8
2022-11-26,Whiteboard Markers,-5162.82,Office Supplies,18,787.55
2022-11-26,Uber/Ola Rides,-15698.78,Travel,18,2394.73
2022-11-26,Printer Paper,-5818.21,Office Supplies,18,887.52
2022-11-26,Facebook Ads,-4881.5,Marketing,18,744.64
2022-11-26,Hotel Stay - Client Visit,-4122.87,Travel,12,441.74
