date,description,amount,manual_category,gst_rate,gst_amount
2022-08-11,Hotel Stay - Client Visit,-5479.6,Travel,5,260.93
2022-08-11,Desk Organizers,-5713.29,Office Supplies,12,612.14
2022-08-11,New Laptop (Dell),-89826.31,Hardware,18,13702.32
2022-08-12,Whiteboard Markers,-1875.7,Office Supplies,12,200.97
2022-08-12,Zoom Pro License,-1441.78,Software,18,219.93
2022-08-13,Service Contract Q2,361600.4,Revenue,18,55159.38
2022-08-13,HR Consultant,-5586.13,Professional Services,18,852.12
2022-08-14,AWS Cloud Bill,-4898.33,Software,18,747.2
2022-08-14,Mouse & Keyboards,-42647.09,Hardware,18,6505.49
2022-08-15,Microsoft 365,-2387.35,Software,18,364.17
2022-08-15,Flight to Mumbai,-1605.07,Travel,12,171.97
2022-08-15,Print Media Ad,-13631.58,Marketing,18,2079.39
2022-08-16,Staples Order,-4233.69,Office Supplies,18,645.82
2022-08-16,Facebook Ads,-22749.26,Marketing,18,3470.23
2022-08-16,New Laptop (Dell),-80971.51,Hardware,18,12351.59
2022-08-17,HR Consultant,-845.35,Professional Services,18,128.95
2022-08-17,Uber/Ola Rides,-13375.77,Travel,12,1433.12
2022-08-17,Accounting Audit,-1031.63,Professional Services,18,157.37
2022-08-18,Whiteboard Markers,-4506.32,Office Supplies,12,482.82
2022-08-18,Desk Organizers,-4587.17,Office Supplies,12,491.48
2022-08-18,Uber/Ola Rides,-13892.74,Travel,5,661.56
2022-08-20,Product Sales,85656.08,Revenue,18,13066.18
2022-08-20,LinkedIn Promo,-23665.15,Marketing,18,3609.94
2022-08-21,Server Rack Equipment,-83903.77,Hardware,18,12798.88
2022-08-21,Zoom Pro License,-1291.69,Software,18,197.04
2022-08-21,LinkedIn Promo,-6023.56,Marketing,18,918.85
2022-08-21,Desk Organizers,-5556.15,Office Supplies,18,847.55
2022-08-22,Ad Revenue,146358.18,Revenue,18,22325.82
2022-08-22,Ad Revenue,116376.41,Revenue,18,17752.33
2022-08-23,Google Ads Campaign,-19479.6,Marketing,18,2971.46
2022-08-23,Ad Revenue,313707.49,Revenue,18,47853.69
2022-08-24,Repairs & Maintenance,-2958.18,Other,5,140.87
2022-08-25,Client Payment - Project A,317978.68,Revenue,18,48505.22
2022-08-25,Zoom Pro License,-1488.93,Software,18,227.13
2022-08-27,Staples Order,-3542.77,Office Supplies,12,379.58
2022-08-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-08-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-08-29,Google Ads Campaign,-10068.45,Marketing,18,1535.87
2022-08-29,Microsoft 365,-4369.77,Software,18,666.57
2022-08-29,Diwali Gifts,-4403.53,Other,18,671.72
2022-08-29,Coffee for Pantry,-2490.43,Other,5,118.59
2022-08-29,Staples Order,-5554.26,Office Supplies,18,847.26
2022-08-30,Hotel Stay - Client Visit,-8166.47,Travel,12,874.98
2022-08-30,Accounting Audit,-912.34,Professional Services,18,139.17
2022-08-30,Client Payment - Project A,153788.4,Revenue,18,23459.25
2022-08-31,Cleaning Services,-6344.62,Other,18,967.82
2022-09-03,LinkedIn Promo,-16490.41,Marketing,18,2515.49
2022-09-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-09-05,Mouse & Keyboards,-30720.86,Hardware,18,4686.23
2022-09-07,Printer Paper,-3305.0,Office Supplies,12,354.11
2022-09-07,Consulting Fees,393628.11,Revenue,18,60044.97
2022-09-07,Legal Consultation,-1381.88,Professional Services,18,210.8
2022-09-07,Desk Organizers,-3180.98,Office Supplies,18,485.23
2022-09-10,Monthly Internet & Phone,-8792.11710886086,Utilities,18,1341.1704064364026
2022-09-11,AWS Cloud Bill,-4625.2,Software,18,705.54
2022-09-14,Mouse & Keyboards,-19939.29,Hardware,18,3041.59
2022-09-14,Printer Paper,-1062.14,Office Supplies,18,162.02
2022-09-14,Diwali Gifts,-2677.57,Other,12,286.88
2022-09-15,Mouse & Keyboards,-70111.3,Hardware,18,10694.94
2022-09-15,HR Consultant,-207.58,Professional Services,18,31.66
2022-09-15,Consulting Fees,357982.22,Revenue,18,54607.46
2022-09-16,Uber/Ola Rides,-10375.76,Travel,5,494.08
2022-09-18,Diwali Gifts,-4408.83,Other,5,209.94
2022-09-19,Toner Cartridges,-749.32,Office Supplies,12,80.28
2022-09-20,Hotel Stay - Client Visit,-13792.32,Travel,5,656.78
2022-09-20,HR Consultant,-2906.64,Professional Services,18,443.39
2022-09-20,Flight to Mumbai,-19103.53,Travel,12,2046.81
2022-09-21,Monitor Screen,-36969.44,Hardware,18,5639.41
2022-09-21,Mouse & Keyboards,-19160.5,Hardware,18,2922.79
2022-09-21,Staples Order,-1110.5,Office Supplies,18,169.4
2022-09-23,Zoom Pro License,-4092.13,Software,18,624.22
2022-09-24,Online Store Sales,196740.33,Revenue,18,30011.24
2022-09-24,Mouse & Keyboards,-39753.89,Hardware,18,6064.15
2022-09-25,SaaS Subscription (Jira),-1780.2,Software,18,271.56
2022-09-27,AWS Cloud Bill,-5869.48,Software,18,895.35
2022-09-27,Flight to Mumbai,-18007.74,Travel,5,857.51
2022-09-27,Microsoft 365,-4517.61,Software,18,689.13
2022-09-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-09-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-09-28,Adobe Creative Cloud,-4835.94,Software,18,737.69
2022-09-28,Staples Order,-2486.69,Office Supplies,12,266.43
2022-09-28,Cleaning Services,-4078.84,Other,12,437.02
2022-09-29,Client Payment - Project A,160400.43,Revenue,18,24467.86
2022-09-30,Cleaning Services,-1166.38,Other,12,124.97
2022-10-01,Product Sales,124070.44,Revenue,18,18926.0
2022-10-01,Microsoft 365,-2225.52,Software,18,339.49
2022-10-01,Hotel Stay - Client Visit,-12062.93,Travel,12,1292.46
2022-10-02,Monitor Screen,-68342.16,Hardware,18,10425.08
2022-10-03,LinkedIn Promo,-12716.5,Marketing,18,1939.8
2022-10-03,SaaS Subscription (Jira),-6440.48,Software,18,982.45
2022-10-03,HR Consultant,-194.28,Professional Services,18,29.64
2022-10-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-10-05,SaaS Subscription (Jira),-4691.01,Software,18,715.58
2022-10-06,Client Payment - Project A,92376.13,Revenue,18,14091.27
2022-10-06,Mouse & Keyboards,-65522.69,Hardware,18,9994.99
2022-10-07,Repairs & Maintenance,-347.16,Other,18,52.96
2022-10-07,Product Sales,173465.81,Revenue,18,26460.89
2022-10-07,Hotel Stay - Client Visit,-8664.63,Travel,5,412.6
2022-10-07,Monitor Screen,-39949.7,Hardware,18,6094.02
2022-10-08,Toner Cartridges,-4303.2,Office Supplies,18,656.42
2022-10-08,Product Sales,387826.87,Revenue,18,59160.03
2022-10-08,Flight to Mumbai,-9822.96,Travel,5,467.76
2022-10-09,Toner Cartridges,-1154.1,Office Supplies,12,123.65
2022-10-09,Coffee for Pantry,-576.47,Other,12,61.76
2022-10-10,Monthly Internet & Phone,-7028.474263765379,Utilities,18,1072.140141930312
2022-10-10,Google Ads Campaign,-3266.07,Marketing,18,498.21
2022-10-10,Server Rack Equipment,-11393.33,Hardware,18,1737.97
2022-10-12,Adobe Creative Cloud,-3700.9,Software,18,564.54
2022-10-12,Ad Revenue,136498.09,Revenue,18,20821.74
2022-10-13,Whiteboard Markers,-639.74,Office Supplies,18,97.59
2022-10-13,Print Media Ad,-22758.08,Marketing,18,3471.57
2022-10-14,SaaS Subscription (Jira),-817.23,Software,18,124.66
2022-10-15,Toner Cartridges,-4304.74,Office Supplies,12,461.22
2022-10-15,Ad Revenue,387389.62,Revenue,18,59093.33
2022-10-16,Google Ads Campaign,-23482.75,Marketing,18,3582.11
2022-10-16,SaaS Subscription (Jira),-6336.85,Software,18,966.64
2022-10-16,AWS Cloud Bill,-6626.8,Software,18,1010.87
2022-10-16,Whiteboard Markers,-6049.55,Office Supplies,18,922.81
2022-10-17,Train Tickets,-18395.03,Travel,18,2806.02
2022-10-18,Service Contract Q2,182941.79,Revenue,18,27906.37
2022-10-19,Online Store Sales,276435.87,Revenue,18,42168.18
2022-10-19,Product Sales,264581.15,Revenue,18,40359.84
2022-10-19,Facebook Ads,-18460.71,Marketing,18,2816.04
2022-10-19,Accounting Audit,-2348.91,Professional Services,18,358.31
2022-10-20,Service Contract Q2,188186.2,Revenue,18,28706.37
2022-10-22,Monitor Screen,-71287.01,Hardware,18,10874.29
2022-10-22,Flight to Mumbai,-8963.55,Travel,18,1367.32
2022-10-22,New Laptop (Dell),-38555.14,Hardware,18,5881.29
2022-10-22,Adobe Creative Cloud,-4176.49,Software,18,637.09
2022-10-23,Coffee for Pantry,-5096.08,Other,12,546.01
2022-10-23,Accounting Audit,-6546.06,Professional Services,18,998.55
2022-10-23,Ad Revenue,309708.48,Revenue,18,47243.67
2022-10-23,Facebook Ads,-9768.38,Marketing,18,1490.09
2022-10-23,Monitor Screen,-61764.41,Hardware,18,9421.69
2022-10-25,Monitor Screen,-101611.42,Hardware,18,15500.05
2022-10-25,Legal Consultation,-1099.51,Professional Services,18,167.72
2022-10-25,Client Payment - Project A,281444.31,Revenue,18,42932.18
2022-10-25,HR Consultant,-1372.54,Professional Services,18,209.37
2022-10-26,Product Sales,206677.57,Revenue,18,31527.09
2022-10-26,Mouse & Keyboards,-73800.9,Hardware,18,11257.76
2022-10-26,New Laptop (Dell),-24962.84,Hardware,18,3807.89
2022-10-26,Facebook Ads,-11175.71,Marketing,18,1704.77
2022-10-27,Uber/Ola Rides,-2449.78,Travel,18,373.7
2022-10-27,Train Tickets,-16546.69,Travel,5,787.94
2022-10-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-10-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-10-28,Print Media Ad,-25520.05,Marketing,18,3892.89
2022-10-28,Server Rack Equipment,-61411.33,Hardware,18,9367.83
2022-10-28,Print Media Ad,-20859.49,Marketing,18,3181.96
2022-10-28,AWS Cloud Bill,-963.74,Software,18,147.01
2022-10-30,Print Media Ad,-12143.61,Marketing,18,1852.41
2022-10-31,Monitor Screen,-62732.8,Hardware,18,9569.41
2022-11-01,Legal Consultation,-5570.34,Professional Services,18,849.71
2022-11-01,Monitor Screen,-17637.38,Hardware,18,2690.45
2022-11-02,Zoom Pro License,-2570.06,Software,18,392.04
2022-11-03,AWS Cloud Bill,-3072.95,Software,18,468.75
2022-11-03,Print Media Ad,-18422.11,Marketing,18,2810.15
2022-11-04,Coffee for Pantry,-6499.42,Other,18,991.44
2022-11-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-11-05,Zoom Pro License,-3347.42,Software,18,510.62
2022-11-05,Whiteboard Markers,-2701.95,Office Supplies,18,412.16
2022-11-05,HR Consultant,-898.86,Professional Services,18,137.11
2022-11-06,Coffee for Pantry,-1739.32,Other,12,186.36
2022-11-06,Flight to Mumbai,-9687.75,Travel,18,1477.79
2022-11-07,HR Consultant,-5944.03,Professional Services,18,906.72
2022-11-08,New Laptop (Dell),-11386.01,Hardware,18,1736.85
2022-11-08,Service Contract Q2,299495.51,Revenue,18,45685.76
2022-11-09,Repairs & Maintenance,-4245.01,Other,18,647.54
2022-11-09,Flight to Mumbai,-13326.52,Travel,12,1427.84
2022-11-09,Printer Paper,-2891.8,Office Supplies,12,309.84
2022-11-10,Monthly Internet & Phone,-4489.848031132227,Utilities,18,684.8920725455939
2022-11-10,Monitor Screen,-36901.64,Hardware,18,5629.06
2022-11-10,LinkedIn Promo,-2317.88,Marketing,18,353.58
2022-11-13,Cleaning Services,-4125.34,Other,5,196.44
2022-11-13,Legal Consultation,-3253.64,Professional Services,18,496.32
2022-11-14,HR Consultant,-6767.26,Professional Services,18,1032.29
2022-11-14,Online Store Sales,233374.24,Revenue,18,35599.46
2022-11-16,Hotel Stay - Client Visit,-16188.36,Travel,12,1734.47
2022-11-17,Train Tickets,-7491.12,Travel,5,356.72
2022-11-17,Cleaning Services,-175.34,Other,18,26.75
2022-11-18,Consulting Fees,157746.93,Revenue,18,24063.09
2022-11-18,HR Consultant,-6704.72,Professional Services,18,1022.75
2022-11-19,Repairs & Maintenance,-1788.48,Other,12,191.62
2022-11-20,Client Payment - Project A,170157.4,Revenue,18,25956.21
2022-11-20,Cleaning Services,-1439.39,Other,12,154.22
2022-11-21,SaaS Subscription (Jira),-1308.89,Software,18,199.66
2022-11-22,Repairs & Maintenance,-5733.83,Other,12,614.34
2022-11-22,Accounting Audit,-1177.77,Professional Services,18,179.66
2022-11-23,Marketing Agency Fees,-398.22,Professional Services,18,60.75
2022-11-23,Adobe Creative Cloud,-4451.11,Software,18,678.98
2022-11-24,Facebook Ads,-7909.03,Marketing,18,1206.46
2022-11-25,Desk Organizers,-3428.82,Office Supplies,12,367.37
2022-11-25,Mouse & Keyboards,-72669.82,Hardware,18,11085.23
2022-11-25,Adobe Creative Cloud,-3580.12,Software,18,546.12
2022-11-25,Accounting Audit,-5755.2,Professional Services,18,877.91
2022-11-26,New Laptop (Dell),-85891.79,Hardware,18,13102.14
2022-11-26,Server Rack Equipment,-69119.55,Hardware,18,10543.66
2022-11-27,Monitor Screen,-34151.71,Hardware,18,5209.58
2022-11-27,Marketing Agency Fees,-4047.01,Professional Services,18,617.34
2022-11-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-11-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-11-29,Service Contract Q2,296293.45,Revenue,18,45197.31
2022-11-29,Accounting Audit,-6266.45,Professional Services,18,955.9
2022-11-29,Monitor Screen,-55473.64,Hardware,18,8462.08
2022-11-30,Service Contract Q2,285300.02,Revenue,18,43520.34
2022-11-30,Train Tickets,-16342.35,Travel,5,778.21
2022-12-01,Client Payment - Project A,197028.96,Revenue,18,30055.27
2022-12-01,Zoom Pro License,-6052.8,Software,18,923.31
2022-12-01,SaaS Subscription (Jira),-5361.12,Software,18,817.8
2022-12-02,Service Contract Q2,364116.33,Revenue,18,55543.17
2022-12-02,Desk Organizers,-6194.92,Office Supplies,18,944.99
2022-12-02,Monitor Screen,-66936.69,Hardware,18,10210.68
2022-12-02,Toner Cartridges,-1633.39,Office Supplies,18,249.16
2022-12-03,Cleaning Services,-1497.91,Other,18,228.5
2022-12-03,Cleaning Services,-439.43,Other,5,20.93
2022-12-04,Train Tickets,-10290.42,Travel,12,1102.55
2022-12-04,Adobe Creative Cloud,-1286.04,Software,18,196.18
2022-12-04,Mouse & Keyboards,-80820.41,Hardware,18,12328.54
2022-12-05,Office Rent,-67849.99999999999,Rent,18,10349.999999999998
2022-12-06,SaaS Subscription (Jira),-6448.35,Software,18,983.65
2022-12-06,Mouse & Keyboards,-105984.67,Hardware,18,16167.15
2022-12-07,Uber/Ola Rides,-12540.33,Travel,18,1912.93
2022-12-08,Monitor Screen,-44515.7,Hardware,18,6790.53
2022-12-08,Mouse & Keyboards,-65769.12,Hardware,18,10032.58
2022-12-08,Google Ads Campaign,-13701.89,Marketing,18,2090.12
2022-12-09,Accounting Audit,-2735.47,Professional Services,18,417.27
2022-12-09,AWS Cloud Bill,-1302.73,Software,18,198.72
2022-12-09,HR Consultant,-2540.34,Professional Services,18,387.51
2022-12-09,HR Consultant,-4978.71,Professional Services,18,759.46
2022-12-09,HR Consultant,-4555.8,Professional Services,18,694.95
2022-12-10,Monthly Internet & Phone,-6497.29736132579,Utilities,18,991.1131568124086
2022-12-10,Coffee for Pantry,-1638.32,Other,12,175.53
2022-12-10,Hotel Stay - Client Visit,-2202.02,Travel,18,335.9
2022-12-10,Desk Organizers,-5106.47,Office Supplies,12,547.12
2022-12-11,HR Consultant,-2792.83,Professional Services,18,426.02
2022-12-12,HR Consultant,-2615.12,Professional Services,18,398.92
2022-12-12,Diwali Gifts,-5607.61,Other,12,600.82
2022-12-12,Cleaning Services,-632.36,Other,5,30.11
2022-12-13,Facebook Ads,-2475.64,Marketing,18,377.64
2022-12-13,Monitor Screen,-83193.24,Hardware,18,12690.49
2022-12-14,Mouse & Keyboards,-53819.9,Hardware,18,8209.82
2022-12-14,Microsoft 365,-2600.65,Software,18,396.71
2022-12-14,Ad Revenue,318481.35,Revenue,18,48581.9
2022-12-15,Accounting Audit,-1510.63,Professional Services,18,230.44
2022-12-15,Desk Organizers,-4842.29,Office Supplies,12,518.82
2022-12-15,LinkedIn Promo,-18773.2,Marketing,18,2863.71
2022-12-16,Printer Paper,-637.58,Office Supplies,12,68.31
2022-12-16,Microsoft 365,-6521.74,Software,18,994.84
2022-12-18,Server Rack Equipment,-48650.83,Hardware,18,7421.31
2022-12-20,Ad Revenue,341364.6,Revenue,18,52072.57
2022-12-21,Microsoft 365,-6599.5,Software,18,1006.7
2022-12-21,Consulting Fees,344517.7,Revenue,18,52553.55
2022-12-21,Diwali Gifts,-1447.2,Other,5,68.91
2022-12-22,Repairs & Maintenance,-1137.54,Other,12,121.88
2022-12-22,Facebook Ads,-6112.82,Marketing,18,932.46
2022-12-22,New Laptop (Dell),-105785.08,Hardware,18,16136.71
2022-12-23,Google Ads Campaign,-2210.72,Marketing,18,337.23
2022-12-23,Zoom Pro License,-6386.66,Software,18,974.24
2022-12-23,Train Tickets,-13308.19,Travel,12,1425.88
2022-12-23,Google Ads Campaign,-16991.29,Marketing,18,2591.89
2022-12-25,Flight to Mumbai,-17661.79,Travel,5,841.04
2022-12-25,Cleaning Services,-5969.08,Other,5,284.24
2022-12-25,Monitor Screen,-36215.18,Hardware,18,5524.35
2022-12-25,Google Ads Campaign,-13846.58,Marketing,18,2112.19
2022-12-26,Marketing Agency Fees,-2337.29,Professional Services,18,356.54
2022-12-26,Coffee for Pantry,-2674.05,Other,12,286.51
2022-12-26,HR Consultant,-3673.04,Professional Services,18,560.29
2022-12-26,Monitor Screen,-70992.99,Hardware,18,10829.44
2022-12-27,Train Tickets,-15256.96,Travel,12,1634.67
2022-12-28,Monthly Asset Depreciation,-15750.0,Depreciation,0,0.0
2022-12-28,Bank Loan Interest,-7200.0,Interest,0,0.0
2022-12-28,Printer Paper,-2601.43,Office Supplies,12,278.73
2022-12-28,Service Contract Q2,132430.16,Revenue,18,20201.21
2022-12-28,Server Rack Equipment,-105818.31,Hardware,18,16141.78
2022-12-28,Diwali Gifts,-6134.19,Other,18,935.72
2022-12-29,Train Tickets,-1206.29,Travel,18,184.01
2022-12-29,Coffee for Pantry,-2156.4,Other,18,328.94
2022-12-29,Legal Consultation,-3447.1,Professional Services,18,525.83
2022-12-29,Google Ads Campaign,-20952.9,Marketing,18,3196.2
2022-12-29,Server Rack Equipment,-86083.27,Hardware,18,13131.35
2022-12-30,Printer Paper,-1791.39,Office Supplies,12,191.93
2022-12-30,Monitor Screen,-108013.77,Hardware,18,16476.68
2022-12-30,Mouse & Keyboards,-69092.22,Hardware,18,10539.49
2022-12-30,Online Store Sales,356078.57,Revenue,18,54317.07
2022-12-30,Adobe Creative Cloud,-2099.73,Software,18,320.3
2022-12-31,Repairs & Maintenance,-4032.1,Other,5,192.0
2022-12-31,Mouse & Keyboards,-36328.89,Hardware,18,5541.7
2023-01-01,Uber/Ola Rides,-2908.38,Travel,18,443.65
2023-01-01,Accounting Audit,-4707.14,Professional Services,18,718.04
2023-01-01,Facebook Ads,-1865.13,Marketing,18,284.51
2023-01-01,Whiteboard Markers,-781.79,Office Supplies,12,83.76
2023-01-01,Mouse & Keyboards,-63586.81,Hardware,18,9699.68
2023-01-02,Adobe Creative Cloud,-6710.4,Software,18,1023.62
2023-01-02,Whiteboard Markers,-2696.82,Office Supplies,18,411.38
2023-01-04,Staples Order,-2266.42,Office Supplies,12,242.83
2023-01-05,Office Rent,-76700.0,Rent,18,11700.0
2023-01-05,Staples Order,-2309.72,Office Supplies,18,352.33
2023-01-05,Marketing Agency Fees,-4997.6,Professional Services,18,762.35
2023-01-07,Cleaning Services,-6723.75,Other,12,720.4
2023-01-09,Cleaning Services,-5678.81,Other,12,608.44
2023-01-09,Cleaning Services,-742.16,Other,5,35.34
2023-01-10,Monthly Internet & Phone,-12146.940697292042,Utilities,18,1852.9231572140404
2023-01-10,HR Consultant,-1111.39,Professional Services,18,169.53
2023-01-10,Marketing Agency Fees,-6832.59,Professional Services,18,1042.26
2023-01-13,Consulting Fees,421649.91,Revenue,18,64319.48
2023-01-13,Adobe Creative Cloud,-6259.64,Software,18,954.86
2023-01-13,Toner Cartridges,-360.72,Office Supplies,18,55.03
2023-01-14,Print Media Ad,-19950.38,Marketing,18,3043.28
2023-01-14,Diwali Gifts,-1459.69,Other,12,156.39
2023-01-15,Microsoft 365,-2608.18,Software,18,397.86
2023-01-16,Cleaning Services,-145.43,Other,5,6.93
2023-01-16,Google Ads Campaign,-5943.58,Marketing,18,906.65
2023-01-17,Mouse & Keyboards,-31633.71,Hardware,18,4825.48
2023-01-17,Diwali Gifts,-667.03,Other,5,31.76
2023-01-18,Train Tickets,-19235.6,Travel,5,915.98
2023-01-18,Uber/Ola Rides,-7611.67,Travel,5,362.46
2023-01-18,Service Contract Q2,199309.53,Revenue,18,30403.15
2023-01-19,Client Payment - Project A,213546.42,Revenue,18,32574.88
2023-01-19,Accounting Audit,-3291.81,Professional Services,18,502.14
2023-01-20,Toner Cartridges,-599.17,Office Supplies,12,64.2
2023-01-22,Mouse & Keyboards,-111708.96,Hardware,18,17040.35
2023-01-23,Coffee for Pantry,-6691.19,Other,18,1020.69
2023-01-24,Desk Organizers,-4510.39,Office Supplies,18,688.03
2023-01-24,Cleaning Services,-3883.4,Other,18,592.38
2023-01-24,New Laptop (Dell),-122615.01,Hardware,18,18703.98
2023-01-24,Diwali Gifts,-2615.27,Other,12,280.21
2023-01-25,Staples Order,-3492.55,Office Supplies,12,374.2
2023-01-25,Train Tickets,-14144.43,Travel,5,673.54
2023-01-26,HR Consultant,-3752.49,Professional Services,18,572.41
2023-01-26,Marketing Agency Fees,-1245.3,Professional Services,18,189.96
2023-01-28,Monthly Asset Depreciation,-16500.0,Depreciation,0,0.0
2023-01-28,Bank Loan Interest,-6400.0,Interest,0,0.0
2023-01-28,Coffee for Pantry,-6744.11,Other,5,321.15
2023-01-30,Diwali Gifts,-1331.54,Other,12,142.66
2023-01-30,Facebook Ads,-3945.53,Marketing,18,601.86
2023-01-30,New Laptop (Dell),-116706.54,Hardware,18,17802.69
2023-01-31,Hotel Stay - Client Visit,-6183.4,Travel,12,662.51
2023-01-31,Flight to Mumbai,-15468.29,Travel,12,1657.32
2023-01-31,Toner Cartridges,-867.94,Office Supplies,18,132.4
2023-02-01,Staples Order,-5022.31,Office Supplies,18,766.11
2023-02-01,AWS Cloud Bill,-7597.47,Software,18,1158.94
2023-02-03,Coffee for Pantry,-4701.13,Other,5,223.86
2023-02-03,Mouse & Keyboards,-17651.49,Hardware,18,2692.6
2023-02-04,Cleaning Services,-3509.77,Other,12,376.05
2023-02-05,Office Rent,-76700.0,Rent,18,11700.0
2023-02-07,Legal Consultation,-2423.64,Professional Services,18,369.71
2023-02-07,Whiteboard Markers,-491.08,Office Supplies,18,74.91
2023-02-07,HR Consultant,-276.48,Professional Services,18,42.18
2023-02-07,SaaS Subscription (Jira),-5522.46,Software,18,842.41
2023-02-10,Monthly Internet & Phone,-9940.655049381141,Utilities,18,1516.3711092276317
2023-02-11,Adobe Creative Cloud,-6702.12,Software,18,1022.36
2023-02-11,LinkedIn Promo,-10931.85,Marketing,18,1667.57
2023-02-12,Service Contract Q2,189141.59,Revenue,18,28852.11
2023-02-13,Accounting Audit,-3777.96,Professional Services,18,576.3
2023-02-13,Legal Consultation,-6568.97,Professional Services,18,1002.05
2023-02-13,Mouse & Keyboards,-7720.42,Hardware,18,1177.69
2023-02-13,Flight to Mumbai,-9601.57,Travel,18,1464.65
2023-02-13,Ad Revenue,424055.34,Revenue,18,64686.41
2023-02-14,Hotel Stay - Client Visit,-1958.29,Travel,18,298.72
2023-02-15,HR Consultant,-809.35,Professional Services,18,123.46
2023-02-15,Cleaning Services,-5138.81,Other,12,550.59
2023-02-17,Toner Cartridges,-5486.16,Office Supplies,12,587.8
2023-02-17,Hotel Stay - Client Visit,-14958.59,Travel,5,712.31
2023-02-17,Adobe Creative Cloud,-5496.68,Software,18,838.48
2023-02-18,Service Contract Q2,261785.81,Revenue,18,39933.43
2023-02-18,Repairs & Maintenance,-4363.47,Other,12,467.52
2023-02-18,Mouse & Keyboards,-87317.33,Hardware,18,13319.59
2023-02-18,SaaS Subscription (Jira),-6125.78,Software,18,934.44
2023-02-19,Print Media Ad,-21833.98,Marketing,18,3330.61
2023-02-20,Toner Cartridges,-3963.06,Office Supplies,12,424.61
2023-02-20,HR Consultant,-1810.69,Professional Services,18,276.21
2023-02-21,Marketing Agency Fees,-5715.38,Professional Services,18,871.84
2023-02-21,Consulting Fees,427954.81,Revenue,18,65281.24
2023-02-21,Toner Cartridges,-6791.45,Office Supplies,12,727.66
2023-02-22,Diwali Gifts,-5824.72,Other,12,624.08
2023-02-23,Adobe Creative Cloud,-1834.52,Software,18,279.84
2023-02-23,Consulting Fees,124587.56,Revenue,18,19004.88
2023-02-24,Monitor Screen,-13871.94,Hardware,18,2116.06
2023-02-24,Mouse & Keyboards,-120863.0,Hardware,18,18436.73
2023-02-24,Coffee for Pantry,-4590.94,Other,12,491.89
2023-02-25,Accounting Audit,-4673.8,Professional Services,18,712.95
2023-02-25,Monitor Screen,-10926.89,Hardware,18,1666.81
2023-02-25,AWS Cloud Bill,-7514.24,Software,18,1146.24
2023-02-27,LinkedIn Promo,-14423.66,Marketing,18,2200.22
2023-02-28,Monthly Asset Depreciation,-16500.0,Depreciation,0,0.0
2023-02-28,Bank Loan Interest,-6400.0,Interest,0,0.0
2023-02-28,HR Consultant,-5351.17,Professional Services,18,816.28
2023-02-28,LinkedIn Promo,-12598.89,Marketing,18,1921.87
2023-02-28,Cleaning Services,-2690.16,Other,12,288.23
2023-02-28,Repairs & Maintenance,-6340.05,Other,12,679.29
2023-03-01,Product Sales,138454.98,Revenue,18,21120.25
2023-03-01,Facebook Ads,-2089.88,Marketing,18,318.8
2023-03-02,Facebook Ads,-24671.46,Marketing,18,3763.44
2023-03-02,Online Store Sales,453878.19,Revenue,18,69235.66
2023-03-02,Marketing Agency Fees,-596.25,Professional Services,18,90.95
2023-03-04,Marketing Agency Fees,-2823.15,Professional Services,18,430.65
2023-03-04,Coffee for Pantry,-383.86,Other,5,18.28
2023-03-04,Accounting Audit,-7050.47,Professional Services,18,1075.5
2023-03-05,Office Rent,-76700.0,Rent,18,11700.0
2023-03-05,Microsoft 365,-1499.69,Software,18,228.77
2023-03-05,Google Ads Campaign,-23234.92,Marketing,18,3544.31
2023-03-05,AWS Cloud Bill,-2951.28,Software,18,450.2
2023-03-05,Whiteboard Markers,-2326.32,Office Supplies,12,249.25
2023-03-06,LinkedIn Promo,-14251.33,Marketing,18,2173.93
2023-03-06,Toner Cartridges,-6978.42,Office Supplies,12,747.69
2023-03-06,Online Store Sales,180592.06,Revenue,18,27547.94
2023-03-06,Accounting Audit,-7005.18,Professional Services,18,1068.59
2023-03-08,Mouse & Keyboards,-52972.18,Hardware,18,8080.5
2023-03-08,LinkedIn Promo,-2060.74,Marketing,18,314.35
2023-03-09,Staples Order,-4568.81,Office Supplies,12,489.52
2023-03-10,Monthly Internet & Phone,-6962.8020855754685,Utilities,18,1062.1223520369358
2023-03-10,Toner Cartridges,-5723.45,Office Supplies,12,613.23
2023-03-11,AWS Cloud Bill,-4037.53,Software,18,615.89
2023-03-11,Diwali Gifts,-566.38,Other,18,86.4
2023-03-12,Printer Paper,-661.22,Office Supplies,12,70.85
2023-03-12,Diwali Gifts,-628.36,Other,12,67.32
2023-03-12,HR Consultant,-3903.57,Professional Services,18,595.46
2023-03-12,Cleaning Services,-3150.82,Other,12,337.59
